URUNID;MIKTAR;FIRMAID;SEHIR;URUNTIPIID;SIPARISTARIHI;GELDIGITARIHI;TEDARIKSURESI
APRE0001;30;3949;TEKİRDAĞ;1;15 Aralık 2021 Çarşamba;14 Ocak 2022 Cuma;30
BAMT0020;10;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0020;10;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0020;20;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0020;20;617;;0;12 Mart 2018 Pazartesi;19 Mart 2018 Pazartesi;7
BAMT0020;30;617;;0;26 Nisan 2018 Perşembe;9 Mayıs 2018 Çarşamba;13
BAMT0020;10;617;;0;29 Haziran 2018 Cuma;6 Temmuz 2018 Cuma;7
BAMT0020;10;617;;0;29 Haziran 2018 Cuma;10 Temmuz 2018 Salı;11
BAMT0020;10;617;;0;30 Temmuz 2018 Pazartesi;31 Temmuz 2018 Salı;1
BAMT0020;10;617;;0;27 Ağustos 2018 Pazartesi;28 Ağustos 2018 Salı;1
BAMT0020;20;617;;0;22 Ekim 2018 Pazartesi;26 Ekim 2018 Cuma;4
BAMT0020;10;617;;0;15 Ocak 2019 Salı;16 Ocak 2019 Çarşamba;1
BAMT0020;10;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0020;20;617;;0;26 Mart 2019 Salı;27 Mart 2019 Çarşamba;1
BAMT0020;20;617;;0;1 Haziran 2019 Cumartesi;11 Haziran 2019 Salı;10
BAMT0020;20;617;;0;11 Eylül 2019 Çarşamba;12 Eylül 2019 Perşembe;1
BAMT0020;30;617;;0;12 Aralık 2019 Perşembe;13 Aralık 2019 Cuma;1
BAMT0021;10;617;;0;26 Ekim 2017 Perşembe;27 Ekim 2017 Cuma;1
BAMT0021;10;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0021;10;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0021;20;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0021;20;617;;0;12 Mart 2018 Pazartesi;19 Mart 2018 Pazartesi;7
BAMT0021;30;617;;0;26 Nisan 2018 Perşembe;27 Nisan 2018 Cuma;1
BAMT0021;10;617;;0;30 Temmuz 2018 Pazartesi;31 Temmuz 2018 Salı;1
BAMT0021;10;617;;0;27 Ağustos 2018 Pazartesi;28 Ağustos 2018 Salı;1
BAMT0021;10;617;;0;27 Ağustos 2018 Pazartesi;29 Ağustos 2018 Çarşamba;2
BAMT0021;10;617;;0;27 Ağustos 2018 Pazartesi;6 Eylül 2018 Perşembe;10
BAMT0021;10;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0021;20;617;;0;1 Haziran 2019 Cumartesi;27 Haziran 2019 Perşembe;26
BAMT0021;20;617;;0;11 Eylül 2019 Çarşamba;12 Eylül 2019 Perşembe;1
BAMT0021;30;617;;0;12 Aralık 2019 Perşembe;13 Aralık 2019 Cuma;1
BAMT0022;10;617;;0;12 Ekim 2017 Perşembe;13 Ekim 2017 Cuma;1
BAMT0022;10;617;;0;26 Ekim 2017 Perşembe;27 Ekim 2017 Cuma;1
BAMT0022;10;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0022;10;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0022;20;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0022;20;617;;0;12 Mart 2018 Pazartesi;19 Mart 2018 Pazartesi;7
BAMT0022;30;617;;0;26 Nisan 2018 Perşembe;9 Mayıs 2018 Çarşamba;13
BAMT0022;20;617;;0;27 Ağustos 2018 Pazartesi;28 Ağustos 2018 Salı;1
BAMT0022;10;617;;0;22 Ekim 2018 Pazartesi;26 Ekim 2018 Cuma;4
BAMT0022;10;617;;0;15 Ocak 2019 Salı;16 Ocak 2019 Çarşamba;1
BAMT0022;10;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0022;20;617;;0;1 Haziran 2019 Cumartesi;11 Haziran 2019 Salı;10
BAMT0022;20;617;;0;24 Temmuz 2019 Çarşamba;25 Temmuz 2019 Perşembe;1
BAMT0022;30;617;;0;12 Aralık 2019 Perşembe;13 Aralık 2019 Cuma;1
BAMT0023;10;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0023;10;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0023;20;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0023;20;617;;0;12 Mart 2018 Pazartesi;19 Mart 2018 Pazartesi;7
BAMT0023;20;617;;0;26 Nisan 2018 Perşembe;27 Nisan 2018 Cuma;1
BAMT0023;10;617;;0;30 Temmuz 2018 Pazartesi;31 Temmuz 2018 Salı;1
BAMT0023;20;617;;0;27 Ağustos 2018 Pazartesi;28 Ağustos 2018 Salı;1
BAMT0023;10;617;;0;22 Ekim 2018 Pazartesi;26 Ekim 2018 Cuma;4
BAMT0023;20;617;;0;11 Eylül 2019 Çarşamba;12 Eylül 2019 Perşembe;1
BAMT0024;20;617;;0;20 Eylül 2017 Çarşamba;21 Eylül 2017 Perşembe;1
BAMT0024;10;617;;0;26 Ekim 2017 Perşembe;27 Ekim 2017 Cuma;1
BAMT0024;20;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0024;20;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0024;30;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0024;10;617;;0;12 Mart 2018 Pazartesi;19 Mart 2018 Pazartesi;7
BAMT0024;10;617;;0;26 Nisan 2018 Perşembe;27 Nisan 2018 Cuma;1
BAMT0024;20;617;;0;26 Nisan 2018 Perşembe;9 Mayıs 2018 Çarşamba;13
BAMT0024;20;617;;0;5 Haziran 2018 Salı;18 Haziran 2018 Pazartesi;13
BAMT0024;20;617;;0;30 Temmuz 2018 Pazartesi;31 Temmuz 2018 Salı;1
BAMT0024;10;617;;0;27 Ağustos 2018 Pazartesi;29 Ağustos 2018 Çarşamba;2
BAMT0024;20;617;;0;10 Eylül 2018 Pazartesi;11 Eylül 2018 Salı;1
BAMT0024;30;617;;0;22 Ekim 2018 Pazartesi;26 Ekim 2018 Cuma;4
BAMT0024;10;617;;0;15 Ocak 2019 Salı;16 Ocak 2019 Çarşamba;1
BAMT0024;10;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0024;60;617;;0;26 Mart 2019 Salı;27 Mart 2019 Çarşamba;1
BAMT0024;30;617;;0;12 Aralık 2019 Perşembe;13 Aralık 2019 Cuma;1
BAMT0025;10;617;;0;12 Ekim 2017 Perşembe;13 Ekim 2017 Cuma;1
BAMT0025;10;617;;0;26 Ekim 2017 Perşembe;27 Ekim 2017 Cuma;1
BAMT0025;10;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0025;10;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0025;30;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0025;30;617;;0;8 Şubat 2018 Perşembe;9 Şubat 2018 Cuma;1
BAMT0025;20;617;;0;12 Mart 2018 Pazartesi;22 Mart 2018 Perşembe;10
BAMT0025;10;617;;0;26 Nisan 2018 Perşembe;27 Nisan 2018 Cuma;1
BAMT0025;20;617;;0;26 Nisan 2018 Perşembe;9 Mayıs 2018 Çarşamba;13
BAMT0025;30;617;;0;5 Haziran 2018 Salı;6 Haziran 2018 Çarşamba;1
BAMT0025;10;617;;0;30 Temmuz 2018 Pazartesi;31 Temmuz 2018 Salı;1
BAMT0025;20;617;;0;27 Ağustos 2018 Pazartesi;28 Ağustos 2018 Salı;1
BAMT0025;10;617;;0;22 Ekim 2018 Pazartesi;26 Ekim 2018 Cuma;4
BAMT0025;30;617;;0;15 Ocak 2019 Salı;16 Ocak 2019 Çarşamba;1
BAMT0025;10;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0025;20;617;;0;1 Haziran 2019 Cumartesi;11 Haziran 2019 Salı;10
BAMT0025;20;617;;0;11 Eylül 2019 Çarşamba;12 Eylül 2019 Perşembe;1
BAMT0025;30;617;;0;12 Aralık 2019 Perşembe;13 Aralık 2019 Cuma;1
BAMT0026;10;617;;0;24 Ağustos 2017 Perşembe;25 Ağustos 2017 Cuma;1
BAMT0026;20;617;;0;20 Eylül 2017 Çarşamba;21 Eylül 2017 Perşembe;1
BAMT0026;10;617;;0;12 Ekim 2017 Perşembe;13 Ekim 2017 Cuma;1
BAMT0026;30;617;;0;26 Ekim 2017 Perşembe;27 Ekim 2017 Cuma;1
BAMT0026;20;617;;0;21 Kasım 2017 Salı;22 Kasım 2017 Çarşamba;1
BAMT0026;20;617;;0;15 Ocak 2018 Pazartesi;16 Ocak 2018 Salı;1
BAMT0026;20;617;;0;22 Ocak 2018 Pazartesi;23 Ocak 2018 Salı;1
BAMT0026;30;617;;0;8 Şubat 2018 Perşembe;9 Şubat 2018 Cuma;1
BAMT0026;30;617;;0;12 Mart 2018 Pazartesi;27 Mart 2018 Salı;15
BAMT0026;40;617;;0;26 Nisan 2018 Perşembe;27 Nisan 2018 Cuma;1
BAMT0026;40;617;;0;10 Mayıs 2018 Perşembe;11 Mayıs 2018 Cuma;1
BAMT0026;30;617;;0;5 Haziran 2018 Salı;6 Haziran 2018 Çarşamba;1
BAMT0026;30;617;;0;29 Haziran 2018 Cuma;6 Temmuz 2018 Cuma;7
BAMT0026;30;617;;0;19 Temmuz 2018 Perşembe;20 Temmuz 2018 Cuma;1
BAMT0026;20;617;;0;30 Temmuz 2018 Pazartesi;31 Temmuz 2018 Salı;1
BAMT0026;30;617;;0;27 Ağustos 2018 Pazartesi;28 Ağustos 2018 Salı;1
BAMT0026;30;617;;0;10 Eylül 2018 Pazartesi;11 Eylül 2018 Salı;1
BAMT0026;30;617;;0;22 Ekim 2018 Pazartesi;26 Ekim 2018 Cuma;4
BAMT0026;30;617;;0;1 Kasım 2018 Perşembe;2 Kasım 2018 Cuma;1
BAMT0026;10;617;;0;26 Kasım 2018 Pazartesi;27 Kasım 2018 Salı;1
BAMT0026;20;617;;0;26 Kasım 2018 Pazartesi;27 Kasım 2018 Salı;1
BAMT0026;20;617;;0;15 Ocak 2019 Salı;16 Ocak 2019 Çarşamba;1
BAMT0026;20;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0026;140;617;;0;26 Mart 2019 Salı;27 Mart 2019 Çarşamba;1
BAMT0026;20;617;;0;24 Temmuz 2019 Çarşamba;25 Temmuz 2019 Perşembe;1
BAMT0026;20;617;;0;11 Eylül 2019 Çarşamba;12 Eylül 2019 Perşembe;1
BAMT0026;20;617;;0;21 Kasım 2019 Perşembe;22 Kasım 2019 Cuma;1
BAMT0026;30;617;;0;12 Aralık 2019 Perşembe;13 Aralık 2019 Cuma;1
BAMT0026;10;617;;0;16 Aralık 2019 Pazartesi;17 Aralık 2019 Salı;1
BAMT0026;20;617;;0;7 Ekim 2020 Çarşamba;9 Ekim 2020 Cuma;2
BAMT0027;10;617;;0;21 Şubat 2019 Perşembe;22 Şubat 2019 Cuma;1
BAMT0027;20;617;;0;1 Haziran 2019 Cumartesi;11 Haziran 2019 Salı;10
BAMT008;20;2543;;0;30 Nisan 2015 Perşembe;24 Mayıs 2015 Pazar;24
BAMT008;10;2543;;0;30 Nisan 2015 Perşembe;14 Mayıs 2015 Perşembe;14
BAMT008;20;2543;;0;17 Ağustos 2015 Pazartesi;19 Ağustos 2015 Çarşamba;2
BAMT008;10;2543;;0;10 Eylül 2015 Perşembe;11 Eylül 2015 Cuma;1
BAMT008;10;2543;;0;29 Eylül 2015 Salı;30 Eylül 2015 Çarşamba;1
BAMT008;10;2543;;0;4 Aralık 2015 Cuma;7 Aralık 2015 Pazartesi;3
BAMT008;10;2543;;0;21 Ocak 2016 Perşembe;3 Şubat 2016 Çarşamba;13
BAMT008;10;2543;;0;31 Mart 2016 Perşembe;1 Nisan 2016 Cuma;1
BAMT008;10;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT008;10;2543;;0;24 Ekim 2016 Pazartesi;25 Ekim 2016 Salı;1
BAMT008;20;2543;;0;3 Kasım 2016 Perşembe;4 Kasım 2016 Cuma;1
BAMT008;20;2543;;0;6 Şubat 2017 Pazartesi;17 Şubat 2017 Cuma;11
BAMT008;10;2543;;0;16 Mart 2017 Perşembe;17 Mart 2017 Cuma;1
BAMT008;20;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT008;20;2543;;0;1 Haziran 2017 Perşembe;5 Haziran 2017 Pazartesi;4
BAMT008;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT009;10;2543;;0;30 Nisan 2015 Perşembe;24 Mayıs 2015 Pazar;24
BAMT009;10;2543;;0;25 Haziran 2015 Perşembe;9 Temmuz 2015 Perşembe;14
BAMT009;20;2543;;0;31 Temmuz 2015 Cuma;3 Ağustos 2015 Pazartesi;3
BAMT009;20;2543;;0;17 Ağustos 2015 Pazartesi;19 Ağustos 2015 Çarşamba;2
BAMT009;20;2543;;0;10 Eylül 2015 Perşembe;11 Eylül 2015 Cuma;1
BAMT009;20;2543;;0;29 Eylül 2015 Salı;30 Eylül 2015 Çarşamba;1
BAMT009;20;2543;;0;21 Ocak 2016 Perşembe;3 Şubat 2016 Çarşamba;13
BAMT009;20;2543;;0;25 Şubat 2016 Perşembe;26 Şubat 2016 Cuma;1
BAMT009;20;2543;;0;31 Mart 2016 Perşembe;1 Nisan 2016 Cuma;1
BAMT009;20;2543;;0;28 Nisan 2016 Perşembe;29 Nisan 2016 Cuma;1
BAMT009;20;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT009;10;2543;;0;27 Ekim 2016 Perşembe;28 Ekim 2016 Cuma;1
BAMT009;30;2543;;0;24 Ekim 2016 Pazartesi;25 Ekim 2016 Salı;1
BAMT009;10;2543;;0;10 Kasım 2016 Perşembe;11 Kasım 2016 Cuma;1
BAMT009;20;2543;;0;10 Kasım 2016 Perşembe;17 Kasım 2016 Perşembe;7
BAMT009;10;2543;;0;17 Kasım 2016 Perşembe;18 Kasım 2016 Cuma;1
BAMT009;10;2543;;0;3 Kasım 2016 Perşembe;4 Kasım 2016 Cuma;1
BAMT009;20;2543;;0;8 Aralık 2016 Perşembe;9 Aralık 2016 Cuma;1
BAMT009;20;2543;;0;30 Kasım 2016 Çarşamba;2 Aralık 2016 Cuma;2
BAMT009;10;2543;;0;22 Aralık 2016 Perşembe;23 Aralık 2016 Cuma;1
BAMT009;10;2543;;0;17 Kasım 2016 Perşembe;2 Aralık 2016 Cuma;15
BAMT009;20;2543;;0;6 Şubat 2017 Pazartesi;17 Şubat 2017 Cuma;11
BAMT009;10;2543;;0;16 Şubat 2017 Perşembe;17 Şubat 2017 Cuma;1
BAMT009;30;2543;;0;16 Mart 2017 Perşembe;17 Mart 2017 Cuma;1
BAMT009;40;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT009;20;2543;;0;13 Haziran 2017 Salı;15 Haziran 2017 Perşembe;2
BAMT009;30;2543;;0;1 Haziran 2017 Perşembe;5 Haziran 2017 Pazartesi;4
BAMT009;10;2543;;0;19 Haziran 2017 Pazartesi;21 Haziran 2017 Çarşamba;2
BAMT009;10;2543;;0;19 Haziran 2017 Pazartesi;21 Haziran 2017 Çarşamba;2
BAMT009;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT010;10;2543;;0;4 Aralık 2015 Cuma;7 Aralık 2015 Pazartesi;3
BAMT010;10;2543;;0;21 Ocak 2016 Perşembe;3 Şubat 2016 Çarşamba;13
BAMT010;10;2543;;0;31 Mart 2016 Perşembe;1 Nisan 2016 Cuma;1
BAMT010;10;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT010;20;2543;;0;27 Ekim 2016 Perşembe;28 Ekim 2016 Cuma;1
BAMT010;10;2543;;0;10 Kasım 2016 Perşembe;11 Kasım 2016 Cuma;1
BAMT010;10;2543;;0;8 Aralık 2016 Perşembe;9 Aralık 2016 Cuma;1
BAMT010;10;2543;;0;6 Şubat 2017 Pazartesi;7 Şubat 2017 Salı;1
BAMT010;20;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT010;20;2543;;0;1 Haziran 2017 Perşembe;5 Haziran 2017 Pazartesi;4
BAMT010;10;2543;;0;19 Haziran 2017 Pazartesi;21 Haziran 2017 Çarşamba;2
BAMT010;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT011;10;2543;;0;4 Aralık 2015 Cuma;7 Aralık 2015 Pazartesi;3
BAMT011;10;2543;;0;21 Ocak 2016 Perşembe;3 Şubat 2016 Çarşamba;13
BAMT011;10;2543;;0;31 Mart 2016 Perşembe;1 Nisan 2016 Cuma;1
BAMT011;10;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT011;10;2543;;0;30 Kasım 2016 Çarşamba;2 Aralık 2016 Cuma;2
BAMT011;10;2543;;0;6 Şubat 2017 Pazartesi;17 Şubat 2017 Cuma;11
BAMT011;10;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT011;10;2543;;0;13 Haziran 2017 Salı;15 Haziran 2017 Perşembe;2
BAMT011;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT012;10;2543;;0;4 Aralık 2015 Cuma;7 Aralık 2015 Pazartesi;3
BAMT012;10;2543;;0;21 Aralık 2015 Pazartesi;23 Aralık 2015 Çarşamba;2
BAMT012;10;2543;;0;21 Ocak 2016 Perşembe;3 Şubat 2016 Çarşamba;13
BAMT012;20;2543;;0;25 Şubat 2016 Perşembe;26 Şubat 2016 Cuma;1
BAMT012;10;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT012;10;2543;;0;27 Ekim 2016 Perşembe;28 Ekim 2016 Cuma;1
BAMT012;10;2543;;0;17 Kasım 2016 Perşembe;18 Kasım 2016 Cuma;1
BAMT012;20;2543;;0;3 Kasım 2016 Perşembe;4 Kasım 2016 Cuma;1
BAMT012;10;2543;;0;22 Aralık 2016 Perşembe;23 Aralık 2016 Cuma;1
BAMT012;10;2543;;0;6 Şubat 2017 Pazartesi;17 Şubat 2017 Cuma;11
BAMT012;10;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT012;10;2543;;0;19 Haziran 2017 Pazartesi;21 Haziran 2017 Çarşamba;2
BAMT012;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT013;10;2543;;0;4 Aralık 2015 Cuma;7 Aralık 2015 Pazartesi;3
BAMT013;10;2543;;0;21 Aralık 2015 Pazartesi;23 Aralık 2015 Çarşamba;2
BAMT013;10;2543;;0;31 Mart 2016 Perşembe;1 Nisan 2016 Cuma;1
BAMT013;10;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT013;10;2543;;0;27 Ekim 2016 Perşembe;28 Ekim 2016 Cuma;1
BAMT013;10;2543;;0;30 Kasım 2016 Çarşamba;2 Aralık 2016 Cuma;2
BAMT013;20;2543;;0;6 Şubat 2017 Pazartesi;7 Şubat 2017 Salı;1
BAMT013;10;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT013;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT014;10;2543;;0;4 Aralık 2015 Cuma;7 Aralık 2015 Pazartesi;3
BAMT014;10;2543;;0;21 Aralık 2015 Pazartesi;23 Aralık 2015 Çarşamba;2
BAMT014;10;2543;;0;31 Mart 2016 Perşembe;1 Nisan 2016 Cuma;1
BAMT014;10;2543;;0;28 Nisan 2016 Perşembe;29 Nisan 2016 Cuma;1
BAMT014;10;2543;;0;2 Haziran 2016 Perşembe;7 Haziran 2016 Salı;5
BAMT014;10;2543;;0;10 Kasım 2016 Perşembe;11 Kasım 2016 Cuma;1
BAMT014;10;2543;;0;8 Aralık 2016 Perşembe;9 Aralık 2016 Cuma;1
BAMT014;10;2543;;0;6 Şubat 2017 Pazartesi;7 Şubat 2017 Salı;1
BAMT014;10;2543;;0;20 Mart 2017 Pazartesi;22 Mart 2017 Çarşamba;2
BAMT014;10;2543;;0;13 Haziran 2017 Salı;15 Haziran 2017 Perşembe;2
BAMT014;20;2543;;0;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BAMT015;20;2543;;1;22 Aralık 2016 Perşembe;23 Aralık 2016 Cuma;1
BAMT015;20;2543;;1;24 Temmuz 2017 Pazartesi;26 Temmuz 2017 Çarşamba;2
BBEZ001;50;451;;0;4 Mart 2021 Perşembe;8 Mart 2021 Pazartesi;4
BBEZ001;200;451;;0;19 Mart 2021 Cuma;23 Mart 2021 Salı;4
BBEZ001;100;451;;0;16 Nisan 2021 Cuma;17 Nisan 2021 Cumartesi;1
BBEZ001;50;451;;0;24 Mayıs 2021 Pazartesi;25 Mayıs 2021 Salı;1
BBEZ001;50;451;;0;11 Haziran 2021 Cuma;12 Haziran 2021 Cumartesi;1
BBEZ001;100;451;;0;1 Temmuz 2021 Perşembe;5 Temmuz 2021 Pazartesi;4
BBEZ001;100;451;;0;27 Eylül 2021 Pazartesi;28 Eylül 2021 Salı;1
BBEZ001;150;451;;0;29 Eylül 2021 Çarşamba;30 Eylül 2021 Perşembe;1
BBEZ001;100;451;;0;18 Ekim 2021 Pazartesi;19 Ekim 2021 Salı;1
BBEZ001;200;451;;0;1 Kasım 2021 Pazartesi;3 Kasım 2021 Çarşamba;2
BBEZ001;100;451;;0;11 Kasım 2021 Perşembe;12 Kasım 2021 Cuma;1
BBEZ001;50;451;;0;15 Kasım 2021 Pazartesi;18 Kasım 2021 Perşembe;3
BBEZ001;50;451;;0;15 Kasım 2021 Pazartesi;18 Kasım 2021 Perşembe;3
BBEZ001;200;451;;0;22 Kasım 2021 Pazartesi;24 Kasım 2021 Çarşamba;2
BBEZ001;100;451;;0;2 Aralık 2021 Perşembe;8 Aralık 2021 Çarşamba;6
BBEZ001;150;451;;0;2 Aralık 2021 Perşembe;9 Aralık 2021 Perşembe;7
BBEZ001;50;451;;0;25 Kasım 2021 Perşembe;13 Aralık 2021 Pazartesi;18
BBEZ001;100;451;;0;25 Kasım 2021 Perşembe;13 Aralık 2021 Pazartesi;18
BBEZ001;100;451;;0;3 Ocak 2022 Pazartesi;4 Ocak 2022 Salı;1
BBEZ001;100;451;;0;10 Ocak 2022 Pazartesi;11 Ocak 2022 Salı;1
BBEZ001;100;451;;0;10 Ocak 2022 Pazartesi;11 Ocak 2022 Salı;1
BBEZ001;100;451;;0;24 Ocak 2022 Pazartesi;25 Ocak 2022 Salı;1
BBEZ001;100;451;;0;7 Şubat 2022 Pazartesi;8 Şubat 2022 Salı;1
BBEZ001;50;451;;0;24 Şubat 2022 Perşembe;25 Şubat 2022 Cuma;1
BBEZ002;20;451;;0;16 Nisan 2021 Cuma;17 Nisan 2021 Cumartesi;1
BBEZ002;20;451;;0;24 Mayıs 2021 Pazartesi;25 Mayıs 2021 Salı;1
BBEZ002;40;451;;0;1 Temmuz 2021 Perşembe;5 Temmuz 2021 Pazartesi;4
BBEZ002;20;451;;0;27 Eylül 2021 Pazartesi;28 Eylül 2021 Salı;1
BBEZ002;40;451;;0;18 Ekim 2021 Pazartesi;19 Ekim 2021 Salı;1
BBEZ002;60;451;;0;1 Kasım 2021 Pazartesi;3 Kasım 2021 Çarşamba;2
BBEZ002;20;451;;0;22 Kasım 2021 Pazartesi;24 Kasım 2021 Çarşamba;2
BBEZ002;20;451;;0;22 Kasım 2021 Pazartesi;24 Kasım 2021 Çarşamba;2
BBEZ002;60;451;;0;2 Aralık 2021 Perşembe;8 Aralık 2021 Çarşamba;6
BBEZ003;25;451;;0;31 Mart 2021 Çarşamba;1 Nisan 2021 Perşembe;1
BBEZ003;25;451;;0;12 Nisan 2021 Pazartesi;13 Nisan 2021 Salı;1
BBEZ003;25;451;;0;28 Nisan 2021 Çarşamba;29 Nisan 2021 Perşembe;1
BBEZ003;25;451;;0;11 Haziran 2021 Cuma;12 Haziran 2021 Cumartesi;1
BBEZ003;50;451;;0;12 Temmuz 2021 Pazartesi;13 Temmuz 2021 Salı;1
BBEZ003;50;451;;0;27 Eylül 2021 Pazartesi;28 Eylül 2021 Salı;1
BBEZ003;100;451;;0;29 Eylül 2021 Çarşamba;30 Eylül 2021 Perşembe;1
BBEZ003;50;451;;0;18 Ekim 2021 Pazartesi;19 Ekim 2021 Salı;1
BBEZ003;50;451;;0;15 Kasım 2021 Pazartesi;18 Kasım 2021 Perşembe;3
BBEZ003;75;451;;0;22 Kasım 2021 Pazartesi;24 Kasım 2021 Çarşamba;2
BBEZ003;25;451;;0;22 Kasım 2021 Pazartesi;29 Kasım 2021 Pazartesi;7
BBEZ003;25;451;;0;25 Kasım 2021 Perşembe;8 Aralık 2021 Çarşamba;13
BBEZ003;125;451;;0;25 Kasım 2021 Perşembe;16 Aralık 2021 Perşembe;21
BBEZ003;25;451;;0;2 Aralık 2021 Perşembe;20 Aralık 2021 Pazartesi;18
BBEZ003;25;451;;0;2 Aralık 2021 Perşembe;20 Aralık 2021 Pazartesi;18
BBEZ003;100;451;;0;2 Aralık 2021 Perşembe;24 Aralık 2021 Cuma;22
BBEZ003;50;451;;0;2 Aralık 2021 Perşembe;27 Aralık 2021 Pazartesi;25
BBEZ003;100;451;;0;13 Ocak 2022 Perşembe;14 Ocak 2022 Cuma;1
BBEZ003;150;451;;0;24 Şubat 2022 Perşembe;25 Şubat 2022 Cuma;1
BCOL001;50;1561;;0;4 Eylül 2019 Çarşamba;9 Eylül 2019 Pazartesi;5
BCOL001;100;1561;;0;1 Ekim 2019 Salı;14 Ekim 2019 Pazartesi;13
BCOL001;100;1561;;0;1 Kasım 2019 Cuma;4 Kasım 2019 Pazartesi;3
BCOL001;100;1561;;0;2 Ocak 2020 Perşembe;3 Ocak 2020 Cuma;1
BCOL001;100;1561;;0;16 Ocak 2020 Perşembe;17 Ocak 2020 Cuma;1
BCOL001;50;1561;;0;25 Şubat 2020 Salı;26 Şubat 2020 Çarşamba;1
BCOL001;100;1561;;0;2 Mart 2020 Pazartesi;24 Haziran 2020 Çarşamba;114
BCOL001;100;1561;;0;2 Mart 2020 Pazartesi;7 Temmuz 2020 Salı;127
BCOL001;50;1561;;0;4 Kasım 2020 Çarşamba;20 Kasım 2020 Cuma;16
BCOL001;50;1561;;0;3 Şubat 2021 Çarşamba;4 Şubat 2021 Perşembe;1
BCOL001;100;1561;;0;18 Mart 2021 Perşembe;23 Mart 2021 Salı;5
BCOL002;50;1561;;0;4 Eylül 2019 Çarşamba;9 Eylül 2019 Pazartesi;5
BCOL002;25;1561;;0;2 Ocak 2020 Perşembe;30 Ocak 2020 Perşembe;28
BCOL002;50;1561;;0;8 Kasım 2019 Cuma;10 Şubat 2020 Pazartesi;94
BCOL002;25;1561;;0;2 Mart 2020 Pazartesi;14 Ağustos 2020 Cuma;165
