URUNID;MIKTAR;FIRMAID;SEHIR;URUNTIPIID;SIPARISTARIHI;GELDIGITARIHI;TEDARIKSURESI
K1048;15;T-0219;BURSA;1;15 Ekim 2020 Perşembe;16 Ekim 2020 Cuma;1
K1057;18;T-0211;KOCAELİ;1;2 Temmuz 2020 Perşembe;3 Temmuz 2020 Cuma;1
K1057;18;T-0211;KOCAELİ;1;1 Şubat 2021 Pazartesi;2 Şubat 2021 Salı;1
K234;18;MZ-258;İSTANBUL;1;6 Ocak 2022 Perşembe;11 Ocak 2022 Salı;5
K914;20;T-0151;İSTANBUL;1;25 Haziran 2019 Salı;26 Haziran 2019 Çarşamba;1
K906;20;T-0151;İSTANBUL;1;25 Haziran 2019 Salı;26 Haziran 2019 Çarşamba;1
K930;20;T-060;TEKİRDAĞ;1;7 Eylül 2020 Pazartesi;9 Eylül 2020 Çarşamba;2
K1049;20;T-0219;BURSA;1;15 Ekim 2020 Perşembe;16 Ekim 2020 Cuma;1
BY-834;20;T-034;İSTANBUL;0;12 Ocak 2021 Salı;13 Ocak 2021 Çarşamba;1
K744;20;T-0108;İSTANBUL;1;9 Haziran 2021 Çarşamba;10 Haziran 2021 Perşembe;1
K234;20;MZ-258;İSTANBUL;1;2 Ağustos 2021 Pazartesi;9 Ağustos 2021 Pazartesi;7
K744;20;T-0108;İSTANBUL;1;16 Ağustos 2021 Pazartesi;27 Ağustos 2021 Cuma;11
BY-834;20;T-034;İSTANBUL;0;23 Kasım 2021 Salı;25 Kasım 2021 Perşembe;2
BY-834;20;T-034;İSTANBUL;0;24 Kasım 2021 Çarşamba;28 Aralık 2021 Salı;34
BY-834;20;T-034;İSTANBUL;0;24 Kasım 2021 Çarşamba;7 Ocak 2022 Cuma;44
BY-3568;25;T-015;İSTANBUL;0;19 Haziran 2019 Çarşamba;24 Haziran 2019 Pazartesi;5
BY-3573;25;T-015;İSTANBUL;0;19 Haziran 2019 Çarşamba;24 Haziran 2019 Pazartesi;5
BY-3567;25;T-015;İSTANBUL;0;19 Haziran 2019 Çarşamba;21 Haziran 2019 Cuma;2
BY-3566;25;T-015;İSTANBUL;0;19 Haziran 2019 Çarşamba;21 Haziran 2019 Cuma;2
BY-3569;25;T-015;İSTANBUL;0;19 Haziran 2019 Çarşamba;21 Haziran 2019 Cuma;2
BY-3574;25;T-015;İSTANBUL;0;19 Haziran 2019 Çarşamba;21 Haziran 2019 Cuma;2
BY-3562;25;T-015;İSTANBUL;0;2 Temmuz 2019 Salı;3 Temmuz 2019 Çarşamba;1
BY-768;25;T-034;İSTANBUL;0;26 Haziran 2019 Çarşamba;5 Temmuz 2019 Cuma;9
BY-768;25;T-034;İSTANBUL;0;3 Temmuz 2019 Çarşamba;8 Temmuz 2019 Pazartesi;5
K10;25;T-0122;KOCAELİ;1;25 Temmuz 2019 Perşembe;30 Temmuz 2019 Salı;5
BY-768;25;T-034;İSTANBUL;0;6 Ağustos 2019 Salı;19 Ağustos 2019 Pazartesi;13
BY-768;25;T-034;İSTANBUL;0;9 Eylül 2019 Pazartesi;10 Eylül 2019 Salı;1
BY-3518;25;T-015;İSTANBUL;0;4 Ekim 2019 Cuma;5 Ekim 2019 Cumartesi;1
BY-3603;25;T-015;İSTANBUL;0;8 Ekim 2019 Salı;9 Ekim 2019 Çarşamba;1
BY-768;25;T-034;İSTANBUL;0;10 Ekim 2019 Perşembe;11 Ekim 2019 Cuma;1
BY-139;25;T-019;İSTANBUL;0;2 Kasım 2019 Cumartesi;4 Kasım 2019 Pazartesi;2
K148;25;T-052;TEKİRDAĞ;1;15 Kasım 2019 Cuma;22 Kasım 2019 Cuma;7
BY-560;25;T-0210;İSTANBUL;0;16 Aralık 2019 Pazartesi;24 Aralık 2019 Salı;8
BY-1142;25;T-015;İSTANBUL;0;10 Mart 2020 Salı;11 Mart 2020 Çarşamba;1
K148;25;T-052;TEKİRDAĞ;1;6 Mart 2020 Cuma;9 Mart 2020 Pazartesi;3
K608;25;T-077;İSTANBUL;1;19 Mart 2020 Perşembe;20 Mart 2020 Cuma;1
BY-1146;25;T-0210;İSTANBUL;0;22 Haziran 2020 Pazartesi;25 Haziran 2020 Perşembe;3
K608;25;T-077;İSTANBUL;1;14 Eylül 2020 Pazartesi;16 Eylül 2020 Çarşamba;2
K148;25;T-052;TEKİRDAĞ;1;5 Ekim 2020 Pazartesi;6 Ekim 2020 Salı;1
BY-1148;25;T-0210;İSTANBUL;0;2 Aralık 2020 Çarşamba;3 Aralık 2020 Perşembe;1
K148;25;T-052;TEKİRDAĞ;1;20 Ocak 2021 Çarşamba;21 Ocak 2021 Perşembe;1
BY-566;25;T-0210;İSTANBUL;0;1 Şubat 2021 Pazartesi;2 Şubat 2021 Salı;1
BY-788;25;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-798;25;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-798;25;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-566;25;T-0210;İSTANBUL;0;12 Şubat 2021 Cuma;24 Şubat 2021 Çarşamba;12
BY-841;25;T-034;İSTANBUL;0;24 Şubat 2021 Çarşamba;25 Şubat 2021 Perşembe;1
BY-566;25;T-0210;İSTANBUL;0;3 Mart 2021 Çarşamba;4 Mart 2021 Perşembe;1
BY-560;25;T-0210;İSTANBUL;0;16 Mart 2021 Salı;22 Mart 2021 Pazartesi;6
BY-1144;25;T-0210;İSTANBUL;0;24 Mart 2021 Çarşamba;25 Mart 2021 Perşembe;1
K148;25;T-052;TEKİRDAĞ;1;17 Mayıs 2021 Pazartesi;18 Mayıs 2021 Salı;1
BY-3562;25;T-015;İSTANBUL;0;26 Mayıs 2021 Çarşamba;28 Mayıs 2021 Cuma;2
BY-3562;25;T-015;İSTANBUL;0;1 Eylül 2021 Çarşamba;6 Eylül 2021 Pazartesi;5
BY-788;25;T-034;İSTANBUL;0;9 Eylül 2021 Perşembe;10 Eylül 2021 Cuma;1
BY-1142;25;T-015;İSTANBUL;0;30 Ağustos 2021 Pazartesi;3 Eylül 2021 Cuma;4
BY-841;25;T-034;İSTANBUL;0;18 Eylül 2021 Cumartesi;20 Eylül 2021 Pazartesi;2
K1010;25;T-0211;KOCAELİ;1;15 Ekim 2021 Cuma;18 Ekim 2021 Pazartesi;3
K148;25;T-052;TEKİRDAĞ;1;2 Kasım 2021 Salı;3 Kasım 2021 Çarşamba;1
BY-788;25;T-034;İSTANBUL;0;8 Aralık 2021 Çarşamba;27 Aralık 2021 Pazartesi;19
BY-788;25;T-034;İSTANBUL;0;8 Aralık 2021 Çarşamba;27 Aralık 2021 Pazartesi;19
K148;25;T-052;TEKİRDAĞ;1;6 Ocak 2022 Perşembe;7 Ocak 2022 Cuma;1
K1010;25;T-0211;KOCAELİ;1;21 Şubat 2022 Pazartesi;22 Şubat 2022 Salı;1
K1040;25;T-048;İSTANBUL;1;7 Mart 2022 Pazartesi;9 Mart 2022 Çarşamba;2
K148;25;T-052;TEKİRDAĞ;1;7 Haziran 2022 Salı;8 Haziran 2022 Çarşamba;1
K137;27;T-072;İSTANBUL;1;1 Ağustos 2019 Perşembe;17 Ağustos 2019 Cumartesi;16
BY-812;30;T-077;İSTANBUL;0;5 Eylül 2019 Perşembe;6 Eylül 2019 Cuma;1
BY-801;30;T-077;İSTANBUL;0;5 Eylül 2019 Perşembe;6 Eylül 2019 Cuma;1
BY-807;30;T-077;İSTANBUL;0;2 Aralık 2019 Pazartesi;3 Aralık 2019 Salı;1
BY-812;30;T-077;İSTANBUL;0;10 Mart 2020 Salı;11 Mart 2020 Çarşamba;1
BY-801;30;T-077;İSTANBUL;0;10 Mart 2020 Salı;11 Mart 2020 Çarşamba;1
BY-810;30;T-077;İSTANBUL;0;10 Mart 2020 Salı;13 Mart 2020 Cuma;3
BY-OP56;30;T-018;İSTANBUL;0;16 Eylül 2020 Çarşamba;18 Eylül 2020 Cuma;2
BY-821;30;T-077;İSTANBUL;0;21 Eylül 2020 Pazartesi;22 Eylül 2020 Salı;1
BY-OP56;30;T-018;İSTANBUL;0;2 Ekim 2020 Cuma;6 Ekim 2020 Salı;4
BY-812;30;T-077;İSTANBUL;0;6 Nisan 2021 Salı;7 Nisan 2021 Çarşamba;1
BY-801;30;T-077;İSTANBUL;0;6 Nisan 2021 Salı;7 Nisan 2021 Çarşamba;1
BY-806;30;T-077;İSTANBUL;0;11 Ekim 2021 Pazartesi;12 Ekim 2021 Salı;1
BY-821;30;T-077;İSTANBUL;0;11 Ekim 2021 Pazartesi;12 Ekim 2021 Salı;1
BY-812;30;T-077;İSTANBUL;0;11 Ekim 2021 Pazartesi;12 Ekim 2021 Salı;1
BY-805;30;T-077;İSTANBUL;0;11 Ekim 2021 Pazartesi;12 Ekim 2021 Salı;1
BY-801;30;T-077;İSTANBUL;0;13 Ekim 2021 Çarşamba;14 Ekim 2021 Perşembe;1
BY-800;30;T-077;İSTANBUL;0;25 Ekim 2021 Pazartesi;26 Ekim 2021 Salı;1
BY-801;30;T-077;İSTANBUL;0;14 Şubat 2022 Pazartesi;15 Şubat 2022 Salı;1
BY-812;30;T-077;İSTANBUL;0;14 Şubat 2022 Pazartesi;15 Şubat 2022 Salı;1
BY-806;30;T-077;İSTANBUL;0;5 Nisan 2022 Salı;6 Nisan 2022 Çarşamba;1
BY-808;30;T-077;İSTANBUL;0;5 Nisan 2022 Salı;6 Nisan 2022 Çarşamba;1
BY-801;30;T-077;İSTANBUL;0;5 Nisan 2022 Salı;6 Nisan 2022 Çarşamba;1
BY-OP50;40;T24;İSTANBUL;0;19 Ekim 2019 Cumartesi;21 Ekim 2019 Pazartesi;2
K1098;40;T-048;İSTANBUL;1;8 Temmuz 2021 Perşembe;3 Ağustos 2021 Salı;26
BY-OP50;40;T-047;İSTANBUL;0;2 Aralık 2021 Perşembe;3 Aralık 2021 Cuma;1
BY-834;40;T-034;İSTANBUL;0;24 Kasım 2021 Çarşamba;8 Aralık 2021 Çarşamba;14
BY-834;40;T-034;İSTANBUL;0;24 Kasım 2021 Çarşamba;3 Şubat 2022 Perşembe;71
K1019;50;T-0214;İSTANBUL;1;21 Haziran 2019 Cuma;24 Haziran 2019 Pazartesi;3
K1020;50;T-0214;İSTANBUL;1;21 Haziran 2019 Cuma;24 Haziran 2019 Pazartesi;3
K608;50;T-077;İSTANBUL;1;1 Temmuz 2019 Pazartesi;2 Temmuz 2019 Salı;1
K608;50;T-077;İSTANBUL;1;24 Temmuz 2019 Çarşamba;5 Ağustos 2019 Pazartesi;12
K1020;50;T-0214;İSTANBUL;1;28 Eylül 2019 Cumartesi;1 Ekim 2019 Salı;3
K1019;50;T-0214;İSTANBUL;1;28 Eylül 2019 Cumartesi;1 Ekim 2019 Salı;3
BY-849;50;T-034;İSTANBUL;0;10 Ekim 2019 Perşembe;11 Ekim 2019 Cuma;1
BY-849;50;T-034;İSTANBUL;0;10 Ekim 2019 Perşembe;22 Ekim 2019 Salı;12
K608;50;T-077;İSTANBUL;1;12 Kasım 2019 Salı;13 Kasım 2019 Çarşamba;1
K1020;50;T-0214;İSTANBUL;1;5 Aralık 2019 Perşembe;9 Aralık 2019 Pazartesi;4
K608;50;T-077;İSTANBUL;1;6 Ocak 2020 Pazartesi;7 Ocak 2020 Salı;1
BY-OP06;50;T-047;İSTANBUL;0;27 Şubat 2020 Perşembe;3 Mart 2020 Salı;5
BY-500;50;T-015;İSTANBUL;0;10 Mart 2020 Salı;11 Mart 2020 Çarşamba;1
K723;50;T-0152;TEKİRDAĞ;1;8 Ekim 2020 Perşembe;9 Ekim 2020 Cuma;1
K608;50;T-077;İSTANBUL;1;22 Ekim 2020 Perşembe;26 Ekim 2020 Pazartesi;4
K608;50;T-077;İSTANBUL;1;18 Kasım 2020 Çarşamba;23 Kasım 2020 Pazartesi;5
BY-206;50;T-0210;İSTANBUL;0;26 Kasım 2020 Perşembe;27 Kasım 2020 Cuma;1
K608;50;T-077;İSTANBUL;1;8 Aralık 2020 Salı;9 Aralık 2020 Çarşamba;1
BY-1144;50;T-0210;İSTANBUL;0;5 Ocak 2021 Salı;11 Ocak 2021 Pazartesi;6
BY-206;50;T-0210;İSTANBUL;0;14 Aralık 2020 Pazartesi;12 Ocak 2021 Salı;29
BY-788;50;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-206;50;T-0210;İSTANBUL;0;12 Şubat 2021 Cuma;15 Şubat 2021 Pazartesi;3
BY-768;50;T-034;İSTANBUL;0;24 Şubat 2021 Çarşamba;25 Şubat 2021 Perşembe;1
K608;50;T-077;İSTANBUL;1;9 Mart 2021 Salı;10 Mart 2021 Çarşamba;1
BY-1143;50;T-0210;İSTANBUL;0;11 Mart 2021 Perşembe;16 Mart 2021 Salı;5
BY-1143;50;T-0210;İSTANBUL;0;15 Mart 2021 Pazartesi;16 Mart 2021 Salı;1
BY-206;50;T-0210;İSTANBUL;0;11 Mart 2021 Perşembe;23 Mart 2021 Salı;12
BY-206;50;T-0210;İSTANBUL;0;24 Şubat 2021 Çarşamba;23 Mart 2021 Salı;27
BY-1143;50;T-0210;İSTANBUL;0;24 Mart 2021 Çarşamba;25 Mart 2021 Perşembe;1
K608;50;T-077;İSTANBUL;1;6 Nisan 2021 Salı;9 Nisan 2021 Cuma;3
BY-1156;50;T-0115;İSTANBUL;0;6 Nisan 2021 Salı;12 Nisan 2021 Pazartesi;6
K608;50;T-077;İSTANBUL;1;19 Nisan 2021 Pazartesi;20 Nisan 2021 Salı;1
K1010;50;T-0211;KOCAELİ;1;5 Mayıs 2021 Çarşamba;6 Mayıs 2021 Perşembe;1
K608;50;T-077;İSTANBUL;1;17 Mayıs 2021 Pazartesi;18 Mayıs 2021 Salı;1
K1093;50;T-0211;KOCAELİ;1;17 Mayıs 2021 Pazartesi;20 Mayıs 2021 Perşembe;3
BY-3562;50;T-015;İSTANBUL;0;27 Mayıs 2021 Perşembe;28 Mayıs 2021 Cuma;1
BY-583;50;T-0210;İSTANBUL;0;15 Mart 2021 Pazartesi;10 Haziran 2021 Perşembe;87
K1010;50;T-0211;KOCAELİ;1;1 Temmuz 2021 Perşembe;10 Temmuz 2021 Cumartesi;9
K608;50;T-077;İSTANBUL;1;12 Temmuz 2021 Pazartesi;13 Temmuz 2021 Salı;1
K1010;50;T-0211;KOCAELİ;1;26 Ağustos 2021 Perşembe;1 Eylül 2021 Çarşamba;6
BY-3562;50;T-015;İSTANBUL;0;3 Eylül 2021 Cuma;6 Eylül 2021 Pazartesi;3
K608;50;T-077;İSTANBUL;1;21 Eylül 2021 Salı;23 Eylül 2021 Perşembe;2
K608;50;T-077;İSTANBUL;1;4 Ekim 2021 Pazartesi;5 Ekim 2021 Salı;1
K608;50;T-077;İSTANBUL;1;13 Ekim 2021 Çarşamba;14 Ekim 2021 Perşembe;1
K608;50;T-077;İSTANBUL;1;8 Kasım 2021 Pazartesi;9 Kasım 2021 Salı;1
K723;50;T-0152;TEKİRDAĞ;1;11 Kasım 2021 Perşembe;12 Kasım 2021 Cuma;1
K1098;50;T-048;İSTANBUL;1;24 Eylül 2021 Cuma;17 Kasım 2021 Çarşamba;54
BY-3562;50;T-015;İSTANBUL;0;19 Ekim 2021 Salı;22 Kasım 2021 Pazartesi;34
BY-3562;50;T-015;İSTANBUL;0;4 Kasım 2021 Perşembe;22 Kasım 2021 Pazartesi;18
BY-OP013;50;T-047;İSTANBUL;0;2 Aralık 2021 Perşembe;3 Aralık 2021 Cuma;1
K148;50;T-052;TEKİRDAĞ;1;10 Ocak 2022 Pazartesi;11 Ocak 2022 Salı;1
K608;50;T-077;İSTANBUL;1;11 Ocak 2022 Salı;12 Ocak 2022 Çarşamba;1
K608;50;T-077;İSTANBUL;1;14 Şubat 2022 Pazartesi;15 Şubat 2022 Salı;1
BY-496;50;T-019;İSTANBUL;0;4 Mart 2022 Cuma;11 Mart 2022 Cuma;7
K608;50;T-077;İSTANBUL;1;5 Nisan 2022 Salı;6 Nisan 2022 Çarşamba;1
K148;50;T-052;TEKİRDAĞ;1;10 Mayıs 2022 Salı;12 Mayıs 2022 Perşembe;2
K148;50;T-052;TEKİRDAĞ;1;7 Haziran 2022 Salı;8 Haziran 2022 Çarşamba;1
K221;55;T-038;İSTANBUL;1;20 Haziran 2019 Perşembe;21 Haziran 2019 Cuma;1
K689;60;T-015;İSTANBUL;1;24 Temmuz 2019 Çarşamba;25 Temmuz 2019 Perşembe;1
K689;60;T-015;İSTANBUL;1;24 Temmuz 2019 Çarşamba;25 Temmuz 2019 Perşembe;1
K212;60;T-074;TEKİRDAĞ;1;6 Ağustos 2019 Salı;7 Ağustos 2019 Çarşamba;1
K628;60;T-015;İSTANBUL;1;13 Eylül 2019 Cuma;14 Eylül 2019 Cumartesi;1
BY-810;60;T-077;İSTANBUL;0;5 Eylül 2019 Perşembe;6 Eylül 2019 Cuma;1
BY-808;60;T-077;İSTANBUL;0;12 Kasım 2019 Salı;13 Kasım 2019 Çarşamba;1
BY-810;60;T-077;İSTANBUL;0;12 Kasım 2019 Salı;13 Kasım 2019 Çarşamba;1
BY-OP16;60;T-015;İSTANBUL;0;21 Kasım 2019 Perşembe;22 Kasım 2019 Cuma;1
BY-810;60;T-077;İSTANBUL;0;26 Kasım 2019 Salı;27 Kasım 2019 Çarşamba;1
K607;60;T-077;İSTANBUL;1;6 Ocak 2020 Pazartesi;7 Ocak 2020 Salı;1
K607;60;T-077;İSTANBUL;1;6 Ocak 2020 Pazartesi;7 Ocak 2020 Salı;1
K1043;60;T-015;İSTANBUL;1;7 Şubat 2020 Cuma;8 Şubat 2020 Cumartesi;1
BY-810;60;T-077;İSTANBUL;0;10 Mart 2020 Salı;13 Mart 2020 Cuma;3
K143;60;T-060;TEKİRDAĞ;1;9 Haziran 2020 Salı;10 Haziran 2020 Çarşamba;1
K1046;60;T-060;TEKİRDAĞ;1;20 Temmuz 2020 Pazartesi;22 Temmuz 2020 Çarşamba;2
K256;60;T-060;TEKİRDAĞ;1;5 Ağustos 2020 Çarşamba;7 Ağustos 2020 Cuma;2
K325;60;T-060;TEKİRDAĞ;1;18 Ağustos 2020 Salı;20 Ağustos 2020 Perşembe;2
BY-806;60;T-077;İSTANBUL;0;14 Eylül 2020 Pazartesi;16 Eylül 2020 Çarşamba;2
BY-808;60;T-077;İSTANBUL;0;14 Eylül 2020 Pazartesi;16 Eylül 2020 Çarşamba;2
BY-OP57;60;T-018;İSTANBUL;0;4 Eylül 2020 Cuma;22 Eylül 2020 Salı;18
K325;60;T-060;TEKİRDAĞ;1;22 Eylül 2020 Salı;24 Eylül 2020 Perşembe;2
K1046;60;T-060;TEKİRDAĞ;1;19 Ekim 2020 Pazartesi;20 Ekim 2020 Salı;1
K143;60;T-060;TEKİRDAĞ;1;19 Ekim 2020 Pazartesi;21 Ekim 2020 Çarşamba;2
K143;60;T-060;TEKİRDAĞ;1;11 Ocak 2021 Pazartesi;13 Ocak 2021 Çarşamba;2
BY-1130;60;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-834;60;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-834;60;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
K143;60;T-060;TEKİRDAĞ;1;5 Mart 2021 Cuma;8 Mart 2021 Pazartesi;3
BY-OP57;60;T-018;İSTANBUL;0;5 Mart 2021 Cuma;8 Mart 2021 Pazartesi;3
K1046;60;T-060;TEKİRDAĞ;1;15 Mart 2021 Pazartesi;16 Mart 2021 Salı;1
K1046;60;T-0142;;1;6 Nisan 2021 Salı;7 Nisan 2021 Çarşamba;1
K143;60;T-0142;;1;6 Nisan 2021 Salı;7 Nisan 2021 Çarşamba;1
K143;60;T-0142;;1;19 Nisan 2021 Pazartesi;20 Nisan 2021 Salı;1
BY-810;60;T-077;İSTANBUL;0;20 Mayıs 2021 Perşembe;21 Mayıs 2021 Cuma;1
K325;60;T-060;TEKİRDAĞ;1;1 Haziran 2021 Salı;7 Haziran 2021 Pazartesi;6
K143;60;T-060;TEKİRDAĞ;1;14 Haziran 2021 Pazartesi;16 Haziran 2021 Çarşamba;2
K256;60;T-060;TEKİRDAĞ;1;17 Haziran 2021 Perşembe;21 Haziran 2021 Pazartesi;4
K143;60;T-060;TEKİRDAĞ;1;1 Temmuz 2021 Perşembe;2 Temmuz 2021 Cuma;1
K325;60;T-060;TEKİRDAĞ;1;28 Temmuz 2021 Çarşamba;30 Temmuz 2021 Cuma;2
BY-810;60;T-077;İSTANBUL;0;17 Haziran 2021 Perşembe;10 Ağustos 2021 Salı;54
K143;60;T-060;TEKİRDAĞ;1;31 Ağustos 2021 Salı;1 Eylül 2021 Çarşamba;1
K212;60;T-074;TEKİRDAĞ;1;15 Eylül 2021 Çarşamba;16 Eylül 2021 Perşembe;1
K612;60;T-060;TEKİRDAĞ;1;17 Eylül 2021 Cuma;30 Eylül 2021 Perşembe;13
BY-810;60;T-077;İSTANBUL;0;25 Ekim 2021 Pazartesi;26 Ekim 2021 Salı;1
K824;60;T-077;İSTANBUL;1;9 Kasım 2021 Salı;10 Kasım 2021 Çarşamba;1
K143;60;T-060;TEKİRDAĞ;1;8 Kasım 2021 Pazartesi;9 Kasım 2021 Salı;1
BY-834;60;T-034;İSTANBUL;0;23 Kasım 2021 Salı;4 Aralık 2021 Cumartesi;11
K143;60;T-060;TEKİRDAĞ;1;21 Aralık 2021 Salı;22 Aralık 2021 Çarşamba;1
K212;60;T-074;TEKİRDAĞ;1;29 Aralık 2021 Çarşamba;30 Aralık 2021 Perşembe;1
K824;60;T-077;İSTANBUL;1;15 Şubat 2022 Salı;16 Şubat 2022 Çarşamba;1
K143;60;T-060;TEKİRDAĞ;1;14 Şubat 2022 Pazartesi;16 Şubat 2022 Çarşamba;2
K325;60;T-060;TEKİRDAĞ;1;18 Şubat 2022 Cuma;23 Şubat 2022 Çarşamba;5
K212;60;T-074;TEKİRDAĞ;1;2 Mart 2022 Çarşamba;3 Mart 2022 Perşembe;1
BY-810;60;T-077;İSTANBUL;0;14 Şubat 2022 Pazartesi;25 Mart 2022 Cuma;39
K212;60;T-074;TEKİRDAĞ;1;29 Nisan 2022 Cuma;30 Nisan 2022 Cumartesi;1
BY-810;60;T-077;İSTANBUL;0;12 Mayıs 2022 Perşembe;13 Mayıs 2022 Cuma;1
K325;60;T-060;TEKİRDAĞ;1;26 Mayıs 2022 Perşembe;30 Mayıs 2022 Pazartesi;4
K664;70;T-060;TEKİRDAĞ;1;21 Eylül 2021 Salı;22 Eylül 2021 Çarşamba;1
BY-287;75;T-015;İSTANBUL;0;12 Haziran 2019 Çarşamba;14 Haziran 2019 Cuma;2
K1019;75;T-0214;İSTANBUL;1;21 Haziran 2019 Cuma;24 Haziran 2019 Pazartesi;3
K608;75;T-077;İSTANBUL;1;7 Mayıs 2020 Perşembe;11 Mayıs 2020 Pazartesi;4
BY-157;75;T-019;İSTANBUL;0;29 Eylül 2020 Salı;2 Ekim 2020 Cuma;3
BY-789;75;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-1144;75;T-0210;İSTANBUL;0;24 Mart 2021 Çarşamba;25 Mart 2021 Perşembe;1
K1010;75;T-0211;KOCAELİ;1;27 Nisan 2021 Salı;28 Nisan 2021 Çarşamba;1
K1010;75;T-0211;KOCAELİ;1;9 Şubat 2022 Çarşamba;14 Şubat 2022 Pazartesi;5
K617;80;T-060;TEKİRDAĞ;1;23 Aralık 2019 Pazartesi;24 Aralık 2019 Salı;1
K619;80;T-015;İSTANBUL;1;6 Mayıs 2020 Çarşamba;7 Mayıs 2020 Perşembe;1
BY-834;80;T-034;İSTANBUL;0;9 Şubat 2021 Salı;10 Şubat 2021 Çarşamba;1
BY-808;90;T-077;İSTANBUL;0;26 Kasım 2019 Salı;27 Kasım 2019 Çarşamba;1
BY-810;90;T-077;İSTANBUL;0;26 Ağustos 2020 Çarşamba;27 Ağustos 2020 Perşembe;1
K1061;95;T-0136;İSTANBUL;1;20 Temmuz 2020 Pazartesi;21 Temmuz 2020 Salı;1
K718;99;T-060;TEKİRDAĞ;1;18 Kasım 2021 Perşembe;19 Kasım 2021 Cuma;1
K617;100;T-060;TEKİRDAĞ;1;12 Temmuz 2019 Cuma;16 Temmuz 2019 Salı;4
K664;100;T-060;TEKİRDAĞ;1;16 Temmuz 2019 Salı;17 Temmuz 2019 Çarşamba;1
BY-849;100;T-034;İSTANBUL;0;26 Temmuz 2019 Cuma;30 Temmuz 2019 Salı;4
BY-721;100;T-015;İSTANBUL;0;19 Ağustos 2019 Pazartesi;20 Ağustos 2019 Salı;1
BY-708;100;T-015;İSTANBUL;0;19 Ağustos 2019 Pazartesi;20 Ağustos 2019 Salı;1
BY-707;100;T-015;İSTANBUL;0;19 Ağustos 2019 Pazartesi;20 Ağustos 2019 Salı;1
K240;100;T-077;İSTANBUL;1;4 Eylül 2019 Çarşamba;5 Eylül 2019 Perşembe;1
K664;100;T-060;TEKİRDAĞ;1;1 Ekim 2019 Salı;2 Ekim 2019 Çarşamba;1
K664;100;T-060;TEKİRDAĞ;1;4 Kasım 2019 Pazartesi;5 Kasım 2019 Salı;1
BY-721;100;T-015;İSTANBUL;0;15 Kasım 2019 Cuma;16 Kasım 2019 Cumartesi;1
K664;100;T-060;TEKİRDAĞ;1;5 Haziran 2020 Cuma;8 Haziran 2020 Pazartesi;3
BY-496;100;T-019;İSTANBUL;0;7 Temmuz 2020 Salı;8 Temmuz 2020 Çarşamba;1
BY-496;100;T-019;İSTANBUL;0;7 Temmuz 2020 Salı;8 Temmuz 2020 Çarşamba;1
K608;100;T-077;İSTANBUL;1;23 Temmuz 2020 Perşembe;24 Temmuz 2020 Cuma;1
K664;100;T-060;TEKİRDAĞ;1;12 Ağustos 2020 Çarşamba;13 Ağustos 2020 Perşembe;1
K617;100;T-060;TEKİRDAĞ;1;2 Eylül 2020 Çarşamba;3 Eylül 2020 Perşembe;1
K448;100;T-0210;İSTANBUL;1;24 Ağustos 2020 Pazartesi;7 Eylül 2020 Pazartesi;14
K664;100;T-060;TEKİRDAĞ;1;11 Eylül 2020 Cuma;15 Eylül 2020 Salı;4
K608;100;T-077;İSTANBUL;1;22 Eylül 2020 Salı;24 Eylül 2020 Perşembe;2
K664;100;T-060;TEKİRDAĞ;1;19 Ekim 2020 Pazartesi;21 Ekim 2020 Çarşamba;2
K664;100;T-060;TEKİRDAĞ;1;23 Ekim 2020 Cuma;26 Ekim 2020 Pazartesi;3
K664;100;T-060;TEKİRDAĞ;1;1 Aralık 2020 Salı;2 Aralık 2020 Çarşamba;1
K664;100;T-060;TEKİRDAĞ;1;22 Aralık 2020 Salı;24 Aralık 2020 Perşembe;2
K608;100;T-077;İSTANBUL;1;11 Ocak 2021 Pazartesi;12 Ocak 2021 Salı;1
K664;100;T-060;TEKİRDAĞ;1;14 Ocak 2021 Perşembe;15 Ocak 2021 Cuma;1
K448;100;T-051;İSTANBUL;1;14 Ocak 2021 Perşembe;15 Ocak 2021 Cuma;1
K664;100;T-060;TEKİRDAĞ;1;4 Şubat 2021 Perşembe;5 Şubat 2021 Cuma;1
BY-249;100;T-025;İSTANBUL;0;17 Şubat 2021 Çarşamba;18 Şubat 2021 Perşembe;1
K664;100;T-060;TEKİRDAĞ;1;5 Mart 2021 Cuma;8 Mart 2021 Pazartesi;3
K617;100;T-060;TEKİRDAĞ;1;8 Mart 2021 Pazartesi;12 Mart 2021 Cuma;4
K664;100;T-060;TEKİRDAĞ;1;18 Mart 2021 Perşembe;19 Mart 2021 Cuma;1
